Geneid,Symbol,Description,EntrezID,Counts_FM_1(FM_1),Counts_FM_3(FM_3),Counts_FM_4(FM_4),Counts_FM_6(FM_6),TPM_FM_1(FM_1),TPM_FM_3(FM_3),TPM_FM_4(FM_4),TPM_FM_6(FM_6),log2FC_FM_3_FM_1,log2FC_FM_6_FM_4,padj_FM_3_FM_1,padj_FM_6_FM_4,pvalue_FM_3_FM_1,pvalue_FM_6_FM_4,log2FC_mean,padj_best
ENSG00000089127,OAS1,2'-5'-oligoadenylate synthetase 1,4938.0,249,1712,6524,3458,13.3507055867342,92.395461834352,227.871261032623,127.683938382669,2.76201226423736,-0.892403303043507,4.46249896003548e-29,0.0017901007085937,5.52852953801218e-32,1.7872307030851e-05,0.9348044805969264,4.46249896003548e-29
ENSG00000244734,HBB,hemoglobin subunit beta,3043.0,5677,32853,1253,4430,1153.34975699766,6718.29665007599,165.830319252442,619.800995868263,2.51395896283068,1.84520732707899,2.86493133719112e-28,1.69402640505506e-14,3.75810844406356e-31,8.06284572177412e-18,2.179583144954835,2.86493133719112e-28
ENSG00000119508,NR4A3,nuclear receptor subfamily 4 group A member 3,8013.0,8,221,2,5,0.335664285544095,9.33360527452169,0.0546658210488516,0.144474620269875,4.74766129421815,1.2925078116089,3.26826458950951e-28,0.913225093548511,4.52536271685473e-31,0.46116766880484,3.020084552913525,3.26826458950951e-28
ENSG00000206172,HBA1,hemoglobin subunit alpha 1,3039.0,180,1244,68,234,57.1091577554752,397.279027430799,14.0544189215368,51.1276129479889,2.76922911677913,1.80438680953961,6.65257283482841e-28,6.14037821740026e-08,9.69621459674742e-31,1.29770418528354e-10,2.28680796315937,6.65257283482841e-28
ENSG00000002549,LAP3,leucine aminopeptidase 3,51056.0,74,634,834,466,5.17947285734744,44.6668275795874,38.0268738548801,22.4618833612121,3.07791341763623,-0.816159846826281,6.76069537061693e-28,0.0142769708587379,1.03464948828856e-30,0.0002424234229766,1.1308767854049746,6.76069537061693e-28
ENSG00000188157,AGRN,agrin,375790.0,46,448,539,402,1.13246535812853,11.1016394038519,8.64423551813122,6.81552878837216,3.26146907813081,-0.39959037837509,4.86768904356429e-27,0.494874869589324,7.80419464789494e-30,0.0772137513329502,1.4309393498778602,4.86768904356429e-27
ENSG00000038427,VCAN,versican,1462.0,212,316,84,670,3.82638533325545,5.74092579538567,0.98764952665914,8.32787224550038,0.556750272994203,3.01719591429928,0.0634178020022517,1.6118716261893e-26,0.0215921856110275,1.17466231321185e-30,1.7869730936467414,1.6118716261893e-26
ENSG00000155090,KLF10,KLF transcription factor 10,7071.0,274,1694,281,273,18.99735991578,118.221945634379,12.6916982913881,13.0350212719617,2.60880003080114,-0.0182691854514683,1.8918630000094e-26,1.0,3.17102820290164e-29,0.947728302462734,1.2952654226748357,1.8918630000094e-26
ENSG00000185745,IFIT1,interferon induced protein with tetratricopeptide repeats 1,3434.0,2531,13776,42588,22407,145.322975199941,796.172692883427,1592.94254755474,885.997015286869,2.42548055255827,-0.903102012993735,2.3963154556393e-26,0.0012907487025761,4.19119450046226e-29,1.19461510878274e-05,0.7611892697822675,2.3963154556393e-26
ENSG00000186205,MTARC1,mitochondrial amidoxime reducing component 1,64757.0,1322,222,1091,1662,38.4612623981358,6.50110323666026,20.6770016234226,33.2988709523872,-2.5922481842894,0.630602026310492,2.24661804360853e-25,0.0830152230068548,4.09309510932904e-28,0.0030365484475645,-0.9808230789894539,2.24661804360853e-25
ENSG00000203814,H2BC18,H2B clustered histone 18,440689.0,289,1659,282,340,23.9558065703006,138.420798288336,15.2276467986375,19.4087819656168,2.50182262602489,0.293112806838824,1.45316123765486e-24,0.753653152276775,2.75340272402175e-27,0.220460847780132,1.397467716431857,1.45316123765486e-24
ENSG00000159339,PADI4,peptidyl arginine deiminase 4,23569.0,2890,550,5220,7564,257.700295518952,49.3652990017096,303.220324674316,464.488539820431,-2.41213744671935,0.5584801265375,1.97860544977091e-24,0.137144564156611,3.89318956010892e-27,0.0068662232601364,-0.926828660090925,1.97860544977091e-24
ENSG00000100985,MMP9,matrix metallopeptidase 9,4318.0,3571,707,6652,14157,404.98294795926,80.7064620619504,491.439272424977,1105.66746023118,-2.35517894211467,1.11303255789909,9.80365570880093e-24,2.11241106099698e-05,2.00045445158451e-26,8.46688590255311e-08,-0.6210731921077899,9.80365570880093e-24
ENSG00000023445,BIRC3,baculoviral IAP repeat containing 3,330.0,201,1158,302,303,7.08293834936167,41.0740920604763,6.93258301535911,7.35303176303136,2.50679404670466,0.0281493613506948,1.95721704617182e-23,1.0,4.13637183639285e-26,0.935477544658192,1.2674717040276773,1.95721704617182e-23
ENSG00000138646,HERC5,HECT and RLD domain containing E3 ubiquitin protein ligase 5,51191.0,666,3355,6856,3557,37.0358402362596,187.794343060009,248.364496176153,136.219175492437,2.31366432805162,-0.92329061530019,7.59362332978497e-23,0.0010353703148401,1.66017125705837e-25,9.08277445911266e-06,0.6951868563757149,7.59362332978497e-23
ENSG00000133106,EPSTI1,epithelial stromal interaction 1,94240.0,319,1670,2986,2081,17.162966880514,90.4399182364346,104.655538423021,77.1045791109294,2.36892746719573,-0.497520380185164,2.14562060051553e-22,0.23682733385014,4.84726997638694e-25,0.0173141028141521,0.935703543505283,2.14562060051553e-22
ENSG00000078081,LAMP3,lysosomal associated membrane protein 3,27074.0,30,289,293,78,2.09978629351923,20.360746325711,13.3595611984171,3.75971438234881,3.24386389837627,-1.88429177943726,3.38688886532918e-22,3.30302647868571e-09,7.89829789320317e-25,4.81420562408644e-12,0.679786059469505,3.38688886532918e-22
ENSG00000081059,TCF7,transcription factor 7,6932.0,130,768,251,284,3.41226541737223,20.2909640273768,4.2918437788425,5.13362571439717,2.5426140489812,0.201500902009148,5.22248881793764e-22,0.889243545888627,1.25595489718658e-24,0.41705992699199,1.372057475495174,5.22248881793764e-22
ENSG00000072274,TFRC,transferrin receptor,7037.0,272,1418,129,148,9.2454537032928,48.5151706738807,2.85640487806107,3.46439536445549,2.36280897903149,0.221417362207136,7.96947292114762e-22,0.900489978071345,1.97465441859072e-24,0.436748604720814,1.292113170619313,7.96947292114762e-22
ENSG00000103966,EHD4,EH domain containing 4,30844.0,107,647,153,136,3.60462423679138,21.9392870288424,3.35767288260902,3.15516109675032,2.57592254516194,-0.146406333414434,1.68095242694997e-21,0.971678804202158,4.28751894353951e-24,0.598784139945595,1.2147581058737529,1.68095242694997e-21
ENSG00000157601,MX1,MX dynamin like GTPase 1,4599.0,1838,8225,22404,12473,56.5144548140801,254.56104813936,448.756064755761,264.113966120833,2.14296403424355,-0.821549854831588,8.75898439092111e-21,0.0052147256325989,2.29794081091065e-23,6.80247695842594e-05,0.6607070897059809,8.75898439092111e-21
ENSG00000175538,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3,10008.0,747,149,2113,2045,53.8203722904978,10.8057364930787,99.1736561787428,101.467232995663,-2.3436575025545,-0.0237987440558327,3.39127553830799e-19,1.0,9.68155945268185e-22,0.912036438487424,-1.1837281233051664,3.39127553830799e-19
ENSG00000100100,PIK3IP1,phosphoinositide-3-kinase interacting protein 1,113791.0,163,823,251,327,11.3518546505272,57.6927261466146,11.3873762512769,15.6831529983998,2.31630280774814,0.404817818602451,3.39127553830799e-19,0.539717998731774,9.88565963651944e-22,0.0912902984299991,1.3605603131752955,3.39127553830799e-19
ENSG00000110448,CD5,CD5 molecule,921.0,64,406,142,154,5.42215362692782,34.6226165965846,7.83701937360853,8.98501847567217,2.64414679936151,0.140312522623481,3.39127553830799e-19,0.983263807301813,9.74772779975178e-22,0.631719408626496,1.3922296609924956,3.39127553830799e-19
ENSG00000146232,NFKBIE,NFKB inhibitor epsilon,4794.0,157,799,199,165,16.1150394678075,82.5506522235421,13.3062454138681,11.6633168650413,2.32767793673812,-0.246740246790225,3.39127553830799e-19,0.856586723804079,9.30272625802891e-22,0.348069700705838,1.0404688449739474,3.39127553830799e-19
ENSG00000112149,CD83,CD83 molecule,9308.0,206,1002,93,142,22.8918396381415,112.078730888306,6.73235726751841,10.8669639965207,2.26263848822943,0.633285687379778,4.10857077830015e-19,0.297757762635792,1.22760094673011e-21,0.026148537624812,1.447962087804604,4.10857077830015e-19
ENSG00000115085,ZAP70,zeta chain of T cell receptor associated protein kinase 70,7535.0,97,544,157,222,5.02788781539242,28.3827683654645,5.30132254686798,7.92452479081376,2.46719832889847,0.52283489455686,4.13886333606805e-19,0.384461057072336,1.26681431361943e-21,0.0426992166577934,1.495016611727665,4.13886333606805e-19
ENSG00000123384,LRP1,LDL receptor related protein 1,4035.0,63,167,27,247,0.800141490677292,2.13493531519346,0.223388461593704,2.16037729362717,1.38583039605904,3.21087786056811,3.08424210543199e-05,5.56051475044193e-19,2.08133522054367e-06,8.10452521562736e-23,2.298354128313575,5.56051475044193e-19
ENSG00000198851,CD3E,CD3 epsilon subunit of T-cell receptor complex,916.0,80,452,252,246,7.45212482041285,42.3809392066256,15.2918984728933,15.7808957163475,2.47757516103082,-0.0113679621224301,4.74659853647684e-18,1.0,1.48741974251934e-20,0.980887946997106,1.233103599454195,4.74659853647684e-18
ENSG00000125740,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",2354.0,714,2959,532,1019,34.0635780081205,142.09507508326,16.5338660960294,33.4790129544133,2.03208468273495,0.960881491985642,6.59735275807276e-18,0.0013815659602518,2.11546072988778e-20,1.29880490360366e-05,1.4964830873602961,6.59735275807276e-18
ENSG00000118503,TNFAIP3,TNF alpha induced protein 3,7128.0,3022,11974,1837,2148,159.322869436632,635.425913386617,63.0904387230049,77.9873827709775,1.96744601035594,0.24901842689018,8.26792760703163e-18,0.764668126495147,2.71138858997539e-20,0.235886910031625,1.10823221862306,8.26792760703163e-18
ENSG00000088827,SIGLEC1,sialic acid binding Ig like lectin 1,6614.0,11,149,220,186,0.369535050852453,5.03838360195923,4.8145573613073,4.30310859607969,3.72591916005154,-0.218673902410643,1.00655004960029e-17,0.884635887259932,3.37423861547976e-20,0.408531444469301,1.7536226288204484,1.00655004960029e-17
ENSG00000127666,TICAM1,TIR domain containing adaptor molecule 1,148022.0,142,685,213,216,14.0579489185075,68.2599862643322,13.7367486442118,14.7263045227909,2.25037740917646,0.0435442547364883,1.54876033749708e-17,1.0,5.30474681987776e-20,0.870409160968271,1.1469608319564741,1.54876033749708e-17
ENSG00000134070,IRAK2,interleukin 1 receptor associated kinase 2,3656.0,76,424,111,88,5.86830394631053,32.9539040373332,5.58332255105973,4.67937756979254,2.45922606589479,-0.311198158046051,1.85652106860815e-17,0.829421310872565,6.49417076907094e-20,0.315486936749441,1.0740139539243696,1.85652106860815e-17
ENSG00000126353,CCR7,C-C motif chemokine receptor 7,1236.0,14,161,70,116,1.47883673170633,17.1182781185927,4.81682607399749,8.43833168074504,3.49310878083499,0.75103613758295,1.86026267317464e-17,0.199468725144281,6.64282691922151e-20,0.0124164778662406,2.1220724592089697,1.86026267317464e-17
ENSG00000013725,CD6,CD6 molecule,923.0,108,548,204,226,4.8022302845742,24.5268510565093,5.90908348413055,6.92044585561536,2.32297836819816,0.17104573876756,2.06400489991646e-17,0.932843177738853,7.52078742135426e-20,0.497262910495977,1.24701205348286,2.06400489991646e-17
ENSG00000146122,DAAM2,dishevelled associated activator of morphogenesis 2,23500.0,72,5,43,296,1.47236269319403,0.102918706946478,0.57282438233907,4.16850597770221,-3.83346892517267,2.80296284366708,7.02933847135789e-11,2.87986323526237e-17,9.22082003238901e-13,6.29615923756531e-21,-0.5152530407527949,2.87986323526237e-17
ENSG00000069667,RORA,RAR related orphan receptor A,6095.0,168,774,144,147,2.61452565807635,12.1245769926866,1.45987896230843,1.57545996123417,2.18420132321405,0.0530934759314593,3.55911179302965e-17,1.0,1.32280062268264e-19,0.881195714005475,1.1186473995727546,3.55911179302965e-17
ENSG00000230438,SERPINB9P1,serpin family B member 9 pseudogene 1,,72,389,318,210,4.3135365649771,23.4580872484506,12.410773193643,8.66416454096055,2.41284222943485,-0.574965735811819,1.85412569323073e-16,0.25215877122762,7.02627430753518e-19,0.0190745375699074,0.9189382468115156,1.85412569323073e-16
ENSG00000184678,H2BC21,H2B clustered histone 21,8349.0,1334,5056,1692,1640,161.079002664454,614.514558429688,133.092686878155,136.374559153122,1.90329992664657,-0.0216403807883597,1.93783009223201e-16,1.0,7.48469573592017e-19,0.92132383440366,0.9408297729291052,1.93783009223201e-16
ENSG00000090339,ICAM1,intercellular adhesion molecule 1,3383.0,2803,10451,2615,3408,215.365218600926,808.262304442344,130.886511684731,180.326047571035,1.87971132106683,0.405489104032881,2.52133243020174e-16,0.419260891084677,9.92216522597974e-19,0.0514973227581177,1.1426002125498556,2.52133243020174e-16
ENSG00000276085,CCL3L3,C-C motif chemokine ligand 3 like 3,414062.0,422,1685,731,763,76.104507670739,305.872085052198,85.8788140534004,94.7608345907398,1.9782774465154,0.0851891397857276,2.81710667135936e-16,1.0,1.12914201227784e-18,0.702577409469494,1.0317332931505638,2.81710667135936e-16
ENSG00000104964,TLE5,"TLE family member 5, transcriptional modulator",166.0,244,1024,383,414,12.2010609885287,51.5406316668715,12.4760549019666,14.2565526420148,2.04986636396004,0.13563553240986,3.30451527305254e-16,0.957788836439474,1.34858515734545e-18,0.568237787308975,1.09275094818495,3.30451527305254e-16
ENSG00000049089,COL9A2,collagen type IX alpha 2 chain,1298.0,437,421,226,966,27.466516566738,26.6346044230119,9.25339960464454,41.8124564082056,-0.0726313524943002,2.11847312882837,0.860601450570537,5.75293346861689e-16,0.755533745519104,1.67699561831129e-19,1.0229208881670349,5.75293346861689e-16
ENSG00000132530,XAF1,XIAP associated factor 1,54739.0,1439,5309,9272,6130,57.630272225126,214.015195877311,241.898976970363,169.066188121356,1.86444376704147,-0.573592170646725,7.67097615806699e-16,0.120619113708837,3.18645708358708e-18,0.0054411333177212,0.6454257981973726,7.67097615806699e-16
ENSG00000105374,NKG7,natural killer cell granule protein 7,4818.0,100,479,114,139,28.7647163263493,138.687595098261,21.3616934460799,27.5347606039901,2.23977459323725,0.309135258075628,9.92502990602627e-16,0.802389476259817,4.19510082021224e-18,0.277303140923601,1.274454925656439,9.92502990602627e-16
ENSG00000198755,RPL10A,ribosomal protein L10a,4736.0,325,1290,628,741,57.0954821908786,228.113035086764,71.8701844483879,89.6484946308404,1.96960951531924,0.262052649326653,1.14936222015655e-15,0.76465406589936,4.9418722481589e-18,0.235352678043809,1.1158310823229465,1.14936222015655e-15
ENSG00000225964,NRIR,negative regulator of interferon response,,48,280,127,117,4.62579330431156,27.160954352685,7.9729573028394,7.76492484750286,2.52240149342899,-0.0948309593174929,1.45538355864281e-15,1.0,6.36372347460781e-18,0.763887528667993,1.2137852670557485,1.45538355864281e-15
ENSG00000271503,CCL5,C-C motif chemokine ligand 5,6352.0,134,593,215,201,23.6822461687796,105.490850721219,24.7529682228241,24.4636108377828,2.12592930058925,-0.0737050870315786,2.27976622926109e-15,1.0,1.01345095456148e-17,0.801719726985579,1.0261121067788357,2.27976622926109e-15
ENSG00000118922,KLF12,KLF transcription factor 12,11278.0,64,339,72,71,1.55223605157954,8.27598126226608,1.13757756913743,1.18588492940151,2.3840406761059,0.0032082582537682,2.55827655821746e-15,1.0,1.15590399802859e-17,1.0,1.193624467179834,2.55827655821746e-15
ENSG00000152778,IFIT5,interferon induced protein with tetratricopeptide repeats 5,24138.0,677,2517,4977,2841,44.5154867948779,166.589522097465,213.187055180924,128.647129785203,1.87544550362676,-0.785459373244941,2.58648551101495e-15,0.010450068086631,1.18749881353988e-17,0.0001622113760714,0.5449930651909096,2.58648551101495e-15
ENSG00000227081,,,,134,591,316,349,139.214458850983,618.029256830237,213.863839483086,249.695882809422,2.12105636185513,0.166631473529396,2.59096615550637e-15,0.922955034825448,1.20843779297775e-17,0.478874355969098,1.143843917692263,2.59096615550637e-15
ENSG00000188042,ARL4C,ADP ribosylation factor like GTPase 4C,10123.0,246,986,296,297,16.1274603296106,65.0653542495791,12.6413459854399,13.4089179637736,1.98354582979967,0.0282455964202024,3.2542788772694e-15,1.0,1.54152548478728e-17,0.934339337774984,1.0058957131099362,3.2542788772694e-15
ENSG00000172543,CTSW,cathepsin W,1521.0,36,229,117,147,5.63999369909187,36.1121718869997,11.9407803991681,15.8598787227021,2.64626364657504,0.352362697600337,3.25635721387802e-15,0.739859120739486,1.56624089867329e-17,0.209985305918899,1.4993131720876884,3.25635721387802e-15
ENSG00000179094,PER1,period circadian regulator 1,5187.0,591,2192,402,1199,22.3606848162118,83.4795650355227,9.90819177586293,31.2408766097802,1.87195797913442,1.5996530152369,3.95325679683566e-15,8.24025532565022e-10,1.93024490153031e-17,9.60822658580407e-13,1.73580549718566,3.95325679683566e-15
ENSG00000211772,TRBC2,T cell receptor beta constant 2,28638.0,136,587,391,337,47.5323655431821,206.505027721527,89.022135682096,81.1123212541964,2.08990682028355,-0.190962462360787,6.41831890491366e-15,0.890384334194309,3.18062735413299e-17,0.418907762813543,0.9494721789613815,6.41831890491366e-15
ENSG00000165732,DDX21,DExD-box helicase 21,9188.0,512,1898,342,352,27.2754062198324,101.774618477262,11.8685620332835,12.913689476741,1.87117055553925,0.0649474530471888,6.54250433045593e-15,1.0,3.28984695234994e-17,0.787933995311312,0.9680590042932193,6.54250433045593e-15
ENSG00000112306,RPS12,ribosomal protein S12,6206.0,480,1781,1148,1257,199.003220556377,743.232676733518,310.049822558381,358.889336383936,1.87247044393578,0.154237700099398,7.03898416389467e-15,0.916742215921126,3.59079501146063e-17,0.471734363647191,1.013354072017589,7.03898416389467e-15
ENSG00000153563,CD8A,CD8 subunit alpha,925.0,31,205,86,56,2.25993785314694,15.0428689565649,4.08417164182865,2.81144271510751,2.7015616873168,-0.594439812030076,8.79005761891526e-15,0.481804215679428,4.61218589536437e-17,0.0699103055004466,1.053560937643362,8.79005761891526e-15
ENSG00000152495,CAMK4,calcium/calmodulin dependent protein kinase IV,814.0,31,205,68,43,0.603247697835756,4.01540956281451,0.862012619324465,0.576247221279735,2.7015616873168,-0.636323479441824,8.79005761891526e-15,0.494729075705874,4.61218589536437e-17,0.0770650437201844,1.032619103937488,8.79005761891526e-15
ENSG00000176597,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",84002.0,987,3488,1488,1428,32.1820354313751,114.476104062494,31.6060351522735,32.0649799484145,1.8023091067739,-0.0359837124352276,1.09686292813371e-14,1.0,5.83522764566102e-17,0.868390505728739,0.8831626971693363,1.09686292813371e-14
ENSG00000149131,SERPING1,serpin family G member 1,710.0,489,1786,3279,2373,35.9554163951751,132.184011179908,157.060730039124,120.159914593794,1.84972153115916,-0.44313211725489,1.44363130674138e-14,0.334751177069253,7.78521474266592e-17,0.0335812400557221,0.7032947069521349,1.44363130674138e-14
ENSG00000198455,ZXDB,zinc finger X-linked duplicated B,158586.0,3,85,12,16,0.134843758414834,3.84565684159445,0.351367486361502,0.495263116326564,4.74920598902756,0.434494927322091,1.66156098703699e-14,0.969579482810528,9.08155327414184e-17,0.596505347763477,2.5918504581748256,1.66156098703699e-14
ENSG00000211899,IGHM,immunoglobulin heavy constant mu,3507.0,119,407,110,494,16.8497281916171,58.0072605383317,10.1463386828619,48.1702939259958,1.75416890227971,2.18910954588717,3.39144233791908e-10,1.69402640505506e-14,5.338518765417e-12,8.64173213480935e-18,1.97163922408344,1.69402640505506e-14
ENSG00000179348,GATA2,GATA binding protein 2,2624.0,48,15,9,120,2.85182906336678,0.897047666623657,0.348333701157439,4.90986904176177,-1.68858856024261,3.74178743551898,0.0020173572231867,1.69402640505506e-14,0.0002997661695144,8.27390951700926e-18,1.0265994376381848,1.69402640505506e-14
ENSG00000135114,OASL,2'-5'-oligoadenylate synthetase like,8638.0,616,2211,6439,4380,46.4010779122141,167.64017611686,315.963207566913,227.210227776052,1.82464857439551,-0.532501426454786,1.78609304777267e-14,0.17404614416079,9.89236784949152e-17,0.0100455142235349,0.646073573970362,1.78609304777267e-14
ENSG00000010327,STAB1,stabilin 1,23166.0,16,29,6,105,0.400337041731283,0.730374832003348,0.0977975049402481,1.8092621647208,0.834232863669916,4.12439132191732,0.210102427417079,1.81738154755384e-14,0.104469382179473,1.05954324299889e-17,2.479312092793618,1.81738154755384e-14
ENSG00000175137,SH3BP5L,SH3 binding domain protein 5 like,80851.0,1196,333,2087,2424,55.3542894286075,15.5133768535189,62.9235593721009,77.26078657508,-1.86306758757973,0.239337531205505,4.41940240585986e-14,0.778637941053786,2.5113710420994e-16,0.253139290256669,-0.8118650281871125,4.41940240585986e-14
ENSG00000123505,AMD1,adenosylmethionine decarboxylase 1,262.0,2310,676,4990,3687,60.0384789870218,17.6850546371106,84.4868228476023,65.992905288723,-1.79144624329886,-0.413188568096445,4.58665000352888e-14,0.394729148076633,2.64061616585615e-16,0.0460833767103021,-1.1023174056976526,4.58665000352888e-14
ENSG00000281162,LINC01127,long intergenic non-protein coding RNA 1127,,732,193,800,1193,50.487806131652,13.3990724685699,35.9448054259254,56.665962696907,-1.94138682574132,0.599836585546293,6.52780030880523e-14,0.118934299593339,3.80574278315419e-16,0.0053318168925373,-0.6707751200975135,6.52780030880523e-14
ENSG00000114770,ABCC5,ATP binding cassette subfamily C member 5,10057.0,1221,344,1073,1433,28.4620350746583,8.07143468334571,16.2937383929577,23.0039749083371,-1.84604136758298,0.440735682120677,6.86784741929808e-14,0.364415460613257,4.05404198340726e-16,0.0387466956008412,-0.7026528427311516,6.86784741929808e-14
ENSG00000137628,DDX60,DExD/H-box helicase 60,55601.0,379,1366,2596,1437,14.8837579545792,53.9965604814576,66.412343958639,38.8630217959026,1.83050849093217,-0.829784128561218,7.64451209255376e-14,0.0061306797583401,4.56821156966483e-16,8.35473775549927e-05,0.500362181185476,7.64451209255376e-14
ENSG00000103257,SLC7A5,solute carrier family 7 member 5,8140.0,61,303,77,75,3.39217155317092,16.9602640677147,2.78939122018142,2.87220639919392,2.29126204999173,-0.0145521653409985,8.50605452640734e-14,1.0,5.14504099760829e-16,1.0,1.1383549423253658,8.50605452640734e-14
ENSG00000166949,SMAD3,SMAD family member 3,4088.0,107,458,149,119,3.03823847782716,13.0901784910861,2.75610070317604,2.32697358057224,2.07762017596202,-0.300676250773651,8.82898027095035e-14,0.802473156664851,5.40471026643222e-16,0.280847456091522,0.8884719625941846,8.82898027095035e-14
